isVegi;vegiLabel;name;content
"1";"vegi";"GARDEN ABEND";"Gnocchi Auflauf mit Wintergemüse an Tomaten-Mozzarella Guss  mit Cheddar überbacken und Menü-Salat"
"0";"fleisch";"East";"KERALA Schweizer Rindsragout - Indische Art Ananas, Mango, Kokosnussmilch Weizennudeln Bohnen, Peperoni, Ingwer  LARGE + 2"
"1";"vegi";"West";"Vegan Soja Burrito Weizentortilla gefüllt mit Chili Soja Hack Tomaten, Mais, Zwiebeln, Eisberg  Pommes Frites +2 Beilagensalat +2"
"0";"fleisch";"WOK STREET";"MAHA RANI Schweizer Poulet Indische Butter Currysauce Auberginen, rote Zwiebeln, Pfälzer, Kürbis Basmatireis  Add on: Fried Rice (+1.00/1.50)"
"1";"vegi";"WOK GREEN";"MAHA THANI Bio Paneer (Bratkäse) Indische Butter Currysauce Auberginen, rote Zwiebeln, Pfälzer, Kürbis Basmatireis  Add on: Fried Rice (+1.00/1.50)"
"0";"fleisch";"DELIGHT";"HEBEI Schweizer Rindsragout Black Bean Sauce Asianudeln Bohnen, Zwiebeln, Sambal"
"1";"vegi";"GARDEN";"VEGI SPECIAL Tofu Mirsang Mariniertes Bio Tofuschnitzel Paprika - Jogurtsauce Kafirlimonenreis Blumenkohl, Tandoori  Add on: XXL (+1.00/1.50)"
"0";"fleisch";"fire";"MSC Fischfilet Quark Dip Reis Rahmspinat"
"0";"fleisch";"Hauptgang Fleisch";"Wildschwein-Entrecôte mit Rotkraut, Serviettenknödeln und Apfel"
"1";"vegi";"Hauptgang Vegi";"Panierter Halloumi mit Randen-Coleslaw, mediterranen Bratkartoffeln und Joghurtdip"
"0";"fleisch";"Hauptgang Fisch";"Spaghetti ai frutti di mare"
"0";"fleisch";"Hausgemachte Pizza";"Pizza con speck e funghi Ofenfrische Pizza mit Tomaten, Mozzarella, Speckjulienne und Champignons"
"0";"fleisch";"Chicken Meatballs";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN MEATBALLS<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Grilled Beef";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">GRILLED BEEF<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Chicken Satay";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN SATAY<span class="icon"></span></a> Veggie Sauce "
"0";"fleisch";"ell";"Gebratenes Pouletsteak  mit Pilzsauce Pilawreis Broccoli"
"1";"vegi";"Vegetable Stew";"Russian Stew Seitan Stroganoff mit Paprikasauce und Sauerrahm Karotten mit Anis Spätzli"
"0";"fleisch";"Stew";"Russian Stew Rindfleisch Stroganoff mit Paprikasauce und Sauerrahm Karotten mit Anis Spätzli"
"1";"vegi";"green daily";"Hiltl Day Hiltl Bolognaise Karotten Sellerie, Sojagehacktes Reibkäse"
"1";"vegi";"STREET";"Fancy Quattro Formaggio Cappeletti tricolore mit Ricotta, Gorgonzola, Provolone, Grana Padano"
"1";"vegi";"GARDEN";"Quorn-Geschnetzeltes mit Quorn Rösti Broccoli"
"0";"fleisch";"HOME";"Schlemmerfilet Italiano Seelachs überbacken mit Tomaten und Mozzarella Risi e bisi"
"0";"fleisch";"SOUP";"Linsensuppe Chorizo und Balsamico"
"0";"fleisch";"pizza mamma mia";"Pizza al salmone e spinaci Hausgemachte Tomatensauce, Lachs, Spinat, Mozzarella Saisonsalat"
"0";"fleisch";"Trailerburger";"Trailer Burger Schweizer Rindfleisch, Brioche Bun, Eisbergsalat, Tomaten, Essiggurke,  Pommes frites und Trailersauce"
"1";"vegi";"Garden";"Zürcher Geschnetzeltes mit Quorn Rösti Broccoli"
"0";"fleisch";"Trailersalat";"Bunter Herbssalat mit Feta, Feigen, Rohschinken, Eiern,  Pilzen und Apfel-Chili-Dressing"
"0";"fleisch";"Suppe";"Linsensuppe Chorizo und Balsamico"
"0";"fleisch";"SOUP";"Euer SV Restaurant Polyterrasse Team"
"0";"fleisch";"West";"Blue Burger Blue Bun, Beefburger, Eisberg,  Cheddar, Essiggurken, Tomaten Speck und Burgersauce  Pommes Frites +2"
"1";"vegi";"East";"JAB SCHAE Gebratene vegetarische Nudeln - Korea Style Kürbis, Shitake, Chinakohl, Peperoni, Spinat, Zwiebeln, Ei  Large +2"
"1";"vegi";"WOK GREEN";"RACHAN Marinierter Quorn Indische Orangensauce Peperoni,  Stangensellerie, Pfälzer, Erbsen Basmatireis  Add on: Fried Rice (+1.00/1.50)"
"0";"fleisch";"DELIGHT";"NONG MON Schweingeschnetzeltes - scharf Bambus, Tamarinden, Kokosnuss Currysauce Jasminreis  Kabis, Zwiebeln, Kurkuma, Senfkörner  Add on: XXL (+1.00/1.50)"
"1";"vegi";"GARDEN";"XIANGSHAN Chinesischer Gemüseeintopf Karotten, Zucchetti, Chinakohl, Broccoli, junge Mais, Bambussprossn Weizennudeln   Add on: XXL (+1.00/1.50)"
"0";"fleisch";"fire";"Brätkügeli im Pastetli Trockenreis Erbsen und Karotten"
"0";"fleisch";"grill";"Ausverkauft"
"0";"fleisch";"Hauptgang Fleisch";"Kalbs-Tagliata mit Rosmarinkartoffeln, Rucola und Parmesan"
"1";"vegi";"Hauptgang Vegi";"Gebackene Zucchetti mit Bohnenragout, Wirsing und Zitronenöl"
"0";"fleisch";"Hauptgang Fisch";"Rotbarbe im Bierteig mit Artischockensalat, Champignons und Zitrone"
"0";"fleisch";"Hausgemachte Pizza";"Pizza al Chorizo Ofenfrische Pizza mit Tomaten, Mozzarella und Chorizo"
"0";"fleisch";"Tagesangebot";"Fisch-Spinat-Curry Basmatireis Gemüse"
"1";"vegi";"Vegetarisch";"Süsskartoffel-Curry Basmatireis Gemüse"
"0";"fleisch";"Wochenangebot";"Schweinefleisch-Nuss-Curry Basmatireis Gemüse"
"0";"fleisch";"Chicken Meatballs";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN MEATBALLS<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Grilled Beef";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">GRILLED BEEF<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Chicken Satay";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN SATAY<span class="icon"></span></a> Veggie Sauce "
"0";"fleisch";"ell";"Truthahn Roulade an Merlot Sauce Kartoffelstock Mischgemüse "
"0";"fleisch";"classic";"Klimamontag Gyros im Fladenbrot Vegetarisch mit Soja und Gemüse Menüsalat "
"1";"vegi";"Vegetable Stew";"Italian Stew Arancini mit Gremolata Polenta Milanese Zucchetti"
"0";"fleisch";"Stew";"Italian Stew "Ossobuco"  Schweinehaxe mit Gremolata Polenta Milanese Zucchetti"
"1";"vegi";"green daily";"Super Food DAY Kartoffel-Brennessel Gnocchi Gartenkresse Sauce  Granatapfelkerne Pastinaken mit Peterli"
"1";"vegi";"LOCAL";"G`mües Tätschli mit Kräutersauce Schupfnudeln Karotten mit Vanille"
"0";"fleisch";"STREET";"Fish 'n' Chips Dorschfilet in Knusperpanade Tartarsauce Pommes Soufflées Zitronenschnitz"
"1";"vegi";"GARDEN";"Gado Gado mit Tofu, Blumenkohl, Broccoli,  Karotten, Eiern und Sataysauce Basmatireis"
"0";"fleisch";"HOME";"Baked Chicken Thighs Poulet Oberschenkel Honig-Senfsauce Bratkartoffeln Rosenkohl mit Cranberries"
"0";"fleisch";"pizza mamma mia";"Pizza Biancha Sauerrahmsauce Pastrami Brunnenkresse Saisonsalat"
"0";"fleisch";"pasta classica";"Pasta alla carbonara Schinken, Rahmsauce,  Parmesan und Pfeffer Saisonsalat"
"0";"fleisch";"pasta deliziosa";"Asia Ravioli, Sojasauce, Ei, Pouletstreifen, Wokgemüse und Koriander Saisonsalat"
"0";"fleisch";"Trailerburger";"Trailer Burger Schweizer Rindfleisch, Brioche Bun, Eisbergsalat, Tomaten, Essiggurke,  Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Limmattaler Bratwurst Rosa-Pfeffersauce Country Cuts mit Parmesan Broccoli"
"1";"vegi";"Garden";"Gado Gado mit Tofu, Blumenkohl, Broccoli,  Karotten, Eiern und Sataysauce Basmatireis"
"0";"fleisch";"Trailersalat";"Bunter Herbssalat mit Feta, Feigen, Rohschinken, Eiern,  Pilzen und Apfel-Chili-Dressing"
"1";"vegi";"Vegi Menü";"Risotto Verdura mit bunten Gemüse  Tagessalat "
"0";"fleisch";"Classic Menü";"Schweinsgeschnetzeltes  Pilzsauce  Teigwaren  Gemüse  "
"0";"fleisch";"HOME ABEND";"Ofenfleischkäse mit Zwiebelsauce Butterrösti Rotkraut"
"1";"vegi";"GARDEN ABEND";"Fusilli al Gorgonzola Teigwaren  mit Gorgonzolasauce, Baumnüssen und Birnen Menusalat"
"0";"fleisch";"West";"Onion Ring Hot Dog Schweinswurst, Brioche Bun Sour Cream, Mayonnaise, Petersilie Jalapenos, Cheddar und Zwiebelringe  Tortilla Chips + 2 Beilagensalat + 2"
"1";"vegi";"East";"VEGI SPECIAL TOFU  MIRSANG Marinierter Tofu Indische Paprika - Joghurtsauce Basmatireis Blumenkohl, Spinat  LARGE +2"
"0";"fleisch";"fire";"Poulet Sweet and Souer Peperoni, Zucchetti, Bambussprossen, Karotten und Ananas Parfümreis"
"0";"fleisch";"grill";"Ausverkauft"
"0";"fleisch";"flame";"XXL Beef Burger 220gr Rindfleisch Burger Brioche Bun Verschiedene Toppings Curly Fries"
"0";"fleisch";"Hauptgang Fleisch";"Poulet Gyros mit Hummus, Peperonata, Joghurt-Dip und hausgemachtem Pitabrot"
"1";"vegi";"Hauptgang Vegi";"Älpler Makkaroni mit Kartoffeln, Zwiebeln, Gruyère und Apfel"
"0";"fleisch";"Hauptgang Fisch";"Calamari-Steak mit Weissweingersotto, Fenchel und Aubergine"
"0";"fleisch";"Pasta";"Pasta con polpette Pasta mit Tomatensauce, Oregano und Hackfleischbällchen"
"0";"fleisch";"Tagesangebot";"Fisch-Spinat-Curry Basmatireis Gemüse"
"1";"vegi";"Vegetarisch";"Süsskartoffel-Curry Basmatireis Gemüse"
"0";"fleisch";"Wochenangebot";"Schweinefleisch-Nuss-Curry Basmatireis Gemüse"
"0";"fleisch";"Chicken Meatballs";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN MEATBALLS<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Grilled Beef";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">GRILLED BEEF<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Chicken Satay";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN SATAY<span class="icon"></span></a> Veggie Sauce "
"0";"fleisch";"ell";"Gnocchi "Askoneser Art"  mit Poulet, Champignons, Peperoni und Parmesantomatensauce Tagessalat "
"0";"fleisch";"classic";"Schweinsgeschnetzeltes  an Calvadossauce Ofengeröstete Knoblauch Karotten Spätzli "
"1";"vegi";"veggie";"Blumenkohl Pakoras Chop Suey mit Nudeln und Gemüse Tagessalat "
"1";"vegi";"pot&spoon";"Risotto mit Gorgonzola Tomaten und Blattspinat Mascarpone Tagessalat "
"1";"vegi";"Vegetable Stew";"Greek Stew Stifado mit Halloumi Salzkartoffeln Griechischer Salat"
"0";"fleisch";"Stew";"Greek Stew Stifado mit Rindfleisch Salzkartoffeln Griechischer Salat"
"1";"vegi";"green daily";"Vegan Day Chili sin carne  Vitaminreis Broccoli"
"0";"fleisch";"LOCAL";"Limmattaler Bratwurst Rosa-Pfeffersauce Country Cuts mit Parmesan und Trüffelöl Brokkoli"
"0";"fleisch";"STREET";"Wesley Special Chicken Tonkatsu Reis"
"1";"vegi";"GARDEN";"Krautspätzle mit geschmorten  Bierzwiebeln Blattsalat"
"0";"fleisch";"HOME";"Kalbspojarski mit Pilzrahmsauce und Lauchstreifen Nudeln"
"0";"fleisch";"pizza mamma mia";"Pizza al Pollo e Gorgonzola Pouletstreifen, Gorgonzola, Birnenwürfel, Tomatensauce, Mozzarella Saisonsalat"
"0";"fleisch";"Trailerburger";"Trailer Burger Schweizer Rindfleisch, Brioche Bun, Eisbergsalat, Tomaten, Essiggurke,  Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Halbes Poulet aus dem Ofen Pommes frites BBQ Sauce"
"1";"vegi";"Garden";"Krautspätzle mit geschmorten  Bierzwiebeln Blattsalat"
"0";"fleisch";"Trailersalat";"Bunter Herbssalat mit Feta, Feigen, Rohschinken, Eiern,  Pilzen und Apfel-Chili-Dressing"
"1";"vegi";"Vegi Menü";"Kartoffelschnitzel  Currysauce  Nussreis  Tagessalat "
"0";"fleisch";"Classic Menü";"Hamburger im Sesam Bun  BBQ Cole Slaw Ofenkartoffeln  Salat  "
"0";"fleisch";"HOME ABEND";"Nordische Fischknusperli Remouladensauce Salzkartoffeln Glasierte Kefen"
"1";"vegi";"GARDEN ABEND";"Jaffna Gemüsecurry mit Tomaten und Gemüse Gedämpfter Reis Kokossambal"
"1";"vegi";"West";"Vegan Burrito gefüllt mit Avocado, Eisberg,  Peperoni, Tomaten, Mais  Zwiebeln  Pommes Frites + 2 Beilagensalat + 2"
"0";"fleisch";"East";"MEN TSUYU Japanische Nudelsuppe ASC Crevetten in Panko Panade Shitake - Seetangbrühe  Large +2"
"0";"fleisch";"WOK STREET";"TNMI PED Ente  pikante Panang Curry Sauce Kürbis, Zucchetti, Pfälzer, Thai Basilikum Jasminreis  Add on: Fried Rice (+1.00/1.50)"
"1";"vegi";"WOK GREEN";"JENDAI Hausgemachter Saitan pikante Panang Curry Sauce Kürbis, Zucchetti, Pfälzer, Thai Basilikum Jasminreis  Add on: Fried Rice (+1.00/1.50)"
"0";"fleisch";"DELIGHT";"NIHON ASC Pangasius Nuggets im Tempurateig Pflaumen - Sake - Chilisauce gebratener Reis Broccoli, Karotten, Sesam  Add on: XXL (+1.00/1.50)"
"1";"vegi";"GARDEN";"LAPHUG NGOPA Tibetisches Gericht Rettich, Ingwer, Zwiebeln, Karotten, Knoblauch Asianudeln  Add on: XXL (+1.00/1.50)"
"0";"fleisch";"fire";"Linsen Eintopf Würste, Speck , Kartoffeln und Wurzelgemüse Huusbrot"
"0";"fleisch";"grill";"Schweins Piccata Tomatensauce  Nudeln Broccoligemüse"
"0";"fleisch";"flame";"XXL Beef Burger 220gr Rindfleisch Burger Brioche Bun Verschiedene Toppings Frittierte Kartoffeln "
"0";"fleisch";"Hauptgang Fleisch";"Schweinshals-Steak mit Chili-Polenta, Fenchel und Balsamicosauce"
"1";"vegi";"Hauptgang Vegi";"Steinpilzrisotto mit Kürbis, Majoran und Pinienkernen"
"0";"fleisch";"Hauptgang Fisch";"Pulpo-Ragout auf Spinat-Tagliatelle mit Miesmuscheln und Tomaten"
"0";"fleisch";"Pasta";"Pasta alle mandorle Pasta mit Olivenöl, Mandeln, Spinat, Tomaten und Speck"
"0";"fleisch";"Tagesangebot";"Fisch-Spinat-Curry (Dorsch, Alaska, FAO 18) Basmatireis Gemüse"
"1";"vegi";"Vegetarisch";"Süsskartoffel Curry Gemüse Basmatireis"
"0";"fleisch";"Wochenangebot";"Schweinefleisch-Nuss Curry Basmatireis Gemüse"
"0";"fleisch";"Chicken Meatballs";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN MEATBALLS<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Grilled Beef";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">GRILLED BEEF<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Chicken Satay";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN SATAY<span class="icon"></span></a> Veggie Sauce "
"0";"fleisch";"ell";"Rindsgeschnetzeltes  an Balsamicojus mit Gemüse Quinoa-Reis Duo Gebratenes Wintergemüse "
"0";"fleisch";"classic";"Pouletbrust  mit Sataysauce Jasminreis Gebratenes Asiagemüse "
"1";"vegi";"veggie";"Risotto Mykonos mit Auberginen  Peperoni Feta Käse Tagessalat "
"0";"fleisch";"pot&spoon";"Nasi Goreng mit Pouletfleisch (HU) Kroepeck Tagessalat "
"1";"vegi";"Vegetable Stew";"Tandoori Stew Indian Paneer  mit Tandoorisauce Gebratener Reis Wok-Gemüse"
"0";"fleisch";"Stew";"Tandoori Stew Pouletstreifen mit Tandoorisauce Gebratener Reis Wok-Gemüse"
"1";"vegi";"green daily";"Chefs Day Gefüllte Zuchetti Tomatensugo Safranrisotto"
"0";"fleisch";"LOCAL";"New Swiss Kitchen Thunfisch-Steak mit Cannellini-Bohnen,  Stangensellerie, Kerbel,  Cherrytomaten, Mandeln Venere-Reis Knoblauchcrunch"
"0";"fleisch";"STREET";"Cheeseburger mit Schweizer Rindfleisch, oder Vegi-Burger Sesambun, Cheddar,  Eisbergsalat und Senfdip Pommes frites"
"1";"vegi";"GARDEN";"Vegan Day Zwiebel-Gurkencurry  "Malaysia Style" Parfumreis Frittierte Edamame"
"0";"fleisch";"HOME";"Roast Pork Schweinsbraten mit Tomatensauce  und Oliven Polenta Gartenerbsen"
"0";"fleisch";"SOUP";"Gebundene Kräutersuppe mit Speckchips"
"0";"fleisch";"pizza mamma mia";"Pizza con verdura e salsiz Hausgemachte Tomatensauce, Grillgemüse, Salsiz Mozzarella Saisonsalat"
"0";"fleisch";"Trailerburger";"Trailer Burger Schweizer Rindfleisch, Brioche Bun, Eisbergsalat, Tomaten, Essiggurke,  Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Cannelloni di Carne Röhrnudeln  gefüllt mit Rindfleisch Bechamelsauce Ratatouille"
"1";"vegi";"Garden";"Vegan Day Zwiebel-Gurkencurry  "Malaysia Style" Parfumreis Frittierte Edamame"
"0";"fleisch";"Trailersalat";"Bunter Herbssalat mit Feta, Feigen, Rohschinken, Eiern,  Pilzen und Apfel-Chili-Dressing"
"0";"fleisch";"Suppe";"Gebundene Kräutersuppe mit Speckchips"
"0";"fleisch";"Classic Menü";"Schmorbraten Rotweinsauce  Kartoffelstock  Gemüse  "
"0";"fleisch";"HOME ABEND";"Cannelloni di Carne Röhrnudeln  gefüllt mit Rindfleisch Bechamelsauce Ratatouille"
"1";"vegi";"GARDEN ABEND";"Cannelloni della Nonna Röhrennudeln gefüllt mit Ricotta  und Spinat Ratatouille"
"0";"fleisch";"FREE CHOICE";"Güggeli Abig Halbes Poulet aus dem Ofen Pommes frites BBQ Sauce"
"1";"vegi";"West";"Vegan Quinoa Poké Tofu, Soja-Sesamsauce Quinoa, Edamame, Ananas Gurke, Karotte und Sesam  LARGE + 2"
"0";"fleisch";"East";"GYOZA Teigtasche mit Poulet scharfe Ingwer - Sojasauce Asianudeln  Large +2"
"0";"fleisch";"WOK STREET";"NOBITA MSC Kabeljau oder Schweizer Schwein Teriyakisauce  Pfälzer, Kürbis, Rettich, Edamame Bohnen Jasminreis  Add on: Fried Rice (+1.00/1.50)"
"1";"vegi";"WOK GREEN";"SCHISUKA Valess ( Milchprodukt) Teriyakisauce  Pfälzer, Kürbis, Rettich, Edamame Bohnen Jasminreis  Add on: Fried Rice (+1.00/1.50)"
"0";"fleisch";"DELIGHT";"TANDOORI MURG Schweizer Pouletschenkel  Tandoori mit Joghurt mariniert Nestnudeln Lauch, Zwiebeln, Masala  Add on: XXL (+1.00/1.50)"
"1";"vegi";"GARDEN";"VEGI SPECIAL CHANA  MASALA Veganes Indisches Curry Kichererbsen, Tomaten, Spinat Basmatireis  Add on: XXL (+1.00/1.50)"
"0";"fleisch";"fire";"Fleischvogel Bratensauce Polenta Kohlrabistäbchen"
"0";"fleisch";"grill";"Quinoa Jambalaya Chorizo, Pouletschenkel, Peperoni, Stangensellerie und Ananas"
"0";"fleisch";"flame";"Ausverkauft"
"0";"fleisch";"Hauptgang Fleisch";"Wachtel-Roulade mit Kürbisrisotto, Spinat und Pflaumenjus"
"1";"vegi";"Hauptgang Vegi";"Geschmorter Trevisano auf Gorgonzola-Polenta mit Baumnüssen und Oregano"
"0";"fleisch";"Hauptgang Fisch";"Wolfsbarschfilet auf Erbsen und Fregola Sarda"
"0";"fleisch";"Tagesangebot";"Fischkugel-Randencurry Gemüse Basmatireis"
"1";"vegi";"Vegetarisch";"Kichererbsen-Erdnusscurry Gemüse Basmatireis"
"0";"fleisch";"Chicken Meatballs";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN MEATBALLS<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Grilled Beef";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">GRILLED BEEF<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Chicken Satay";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN SATAY<span class="icon"></span></a> Veggie Sauce "
"0";"fleisch";"ell";"Dorschfilet  (RU) an Chili Kräutersauce Vollkornreis Gebratener Kabis "
"0";"fleisch";"classic";"Kalbspojarski (CH) an grüner Pfeffersauce Tricolore Müscheli Bohnen "
"0";"fleisch";"pasta";"Bündner Pasta mit Speck, Lauch an Bergkäse-Creme Sauce Tagessalat "
"1";"vegi";"veggie";"Rösti Stange mit Käsefüllung auf gedünsteter Federkohl dazu Ofengemüse "
"0";"fleisch";"pot&spoon";"Brätkügeli  an Pilzcremesauce Nüdeli Tagessalat "
"1";"vegi";"Vegetable Stew";"Bavarian Stew Rahmschwammerl mit Gemüsestäbchen Würzige Semmelknödel Romanesco"
"0";"fleisch";"Stew";"Bavarian Stew Rahmschwammerl mit Speckstreifen Würzige Semmelknödel Romanesco"
"1";"vegi";"green daily";"Vegan Day Quinoa-Gemüseeintopf Süsskartoffeln Peperonata"
"0";"fleisch";"LOCAL";"Poulet-Piccata Pestorahmsauce Penne tricolore Kürbis mit Kernen"
"0";"fleisch";"STREET";"Pulled Porc Hirata Pulled Porc, Hoisinsauce Hirata Bun, Gurken, Karotten,  Koriander und Sriracha-Mayo Kroepoek"
"1";"vegi";"GARDEN";"Vom Orient nach Indien Samosas mit Harrisasauce Persischer Bulgur mit Kichererbsen, Fenchel, Safran und Sultaninen Auberginen mit Tandoori"
"0";"fleisch";"HOME";"Potato & Beef Moussaka mit Jogurtsauce Menusalat"
"0";"fleisch";"pizza mamma mia";"Pizza Vongole e broccoli Hausgemachte Tomatensauce, Venusmuscheln, Broccoli, Mozzarella Saisonsalat"
"0";"fleisch";"pasta classica";"Pasta al diavolo Tomatensauce, Peperoncini, Chorizo Saisonsalat"
"0";"fleisch";"pasta deliziosa";"Pasta e pesce Felchenfilet,  Fenchelstreifen, Stangensellerie, Radiesli, Chianti-Vinaigrette Saisonsalat"
"0";"fleisch";"Trailerburger";"Trailer Burger Schweizer Rindfleisch, Brioche Bun, Eisbergsalat, Tomaten, Essiggurke,  Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Pulled Porc Hirata Pulled Porc, Hoisinsauce Hirata Bun, Gurken, Karotten,  Koriander und Sriracha-Mayo Kroepoek"
"1";"vegi";"Garden";"Vom Orient nach Indien Samosas mit Harrisasauce Persischer Bulgur mit Kichererbsen, Fenchel, Safran und Sultaninen Auberginen mit Tandoori"
"0";"fleisch";"Trailersalat";"Bunter Herbssalat mit Feta, Feigen, Rohschinken, Eiern,  Pilzen und Apfel-Chili-Dressing"
"1";"vegi";"Vegi Menü";"Blumenkohl Curry  Basmati Reis  Tagessalat "
"0";"fleisch";"Classic Menü";"Pouletgeschnetzeltes  mit Kräutersauce Weisswein Risotto Gemüse  "
"0";"fleisch";"HOME ABEND";"Gewürzreis mit Schweinestreifen und Granatapfelkernen Edamame"
"1";"vegi";"GARDEN ABEND";"Gemischte Herbstwähen Menusalat"
"0";"fleisch";"West";"American Bagel Bagel mit Sonneblumenkernen Pastrami, Speck, Ei Lollo grün und Tomaten  Pommes Frites + 2 Beilagensalat  +2"
"1";"vegi";"East";"VATAKOLU Veganes Sri Lanka Gemüsecurry Süsskartoffeln, Lauch, Pfälzer, Zucchetti, Spinat Zitronenreis   LARGE (Beilage) + 2"
"0";"fleisch";"fire";"Frittierter Fisch Tartarsauce Petersilien Kartoffeln Spinat"
"0";"fleisch";"grill";"Wurstkäse Salat Blattsalat, Gurken, Tomatensalat und Ei Knoblibrot"
"0";"fleisch";"Hauptgang Fleisch";"Rindsschmorbraten mit Kartoffelstock, Karotten-Selleriegemüse und Röstzwiebeln"
"1";"vegi";"Hauptgang Vegi";"Blumenkohl-Minestrone mit Oliven, Kapern und Chili"
"0";"fleisch";"Hauptgang Fisch";"Heilbutt in Kräuterpanade mit Pastinakenpüree, Federkohl und Grünkern"
"0";"fleisch";"Hausgemachte Pizza";"Pizza "Spagna" Ofenfrische Pizza mit Tomaten, Mozzarella, Chili- Wurst und Peperoni"
"0";"fleisch";"Insalata";"Insalata con formaggio e würstel Bunte Blattsalate mit sommerlichem Wurst-Käsesalat mit Essiggurken und Tomaten Serviert mit einer Beilage aus dem Korb"
"0";"fleisch";"Tagesangebot";"Fischkugel-Randencurry Basmatireis Gemüse"
"1";"vegi";"Vegetarisch";"Kichererbsen-Erdnusscurry Basmatireis Gemüse"
"0";"fleisch";"Wochenangebot";"Poulet-Gemüsecurry Basmatireis Gemüse"
"0";"fleisch";"Chicken Meatballs";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN MEATBALLS<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Grilled Beef";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">GRILLED BEEF<span class="icon"></span></a> Veggie Sauce"
"0";"fleisch";"Chicken Satay";"Base <a href="http://www.riceup.ch/wp-content/uploads/2018/03/RET_TO_Flyer_A4_RZ_Screen.pdf">CHICKEN SATAY<span class="icon"></span></a> Veggie Sauce "
"0";"fleisch";"ell";"Burrito Chili con carne  Tex Mex Reis Sauercreme Tagessalat "
"1";"vegi";"classic";"Schwarzes Daal mit Zitronen-Joghurt Dip Basmatireis Tagessalat "
"1";"vegi";"Vegetable Stew";"Tibet Stew mit Yasoya und Joghurt  Kartoffeln Gurken-Tomaten-Salat"
"0";"fleisch";"Stew";"Tibet Stew mit Rindfleisch und Joghurt  Kartoffeln Gurken-Tomaten-Salat"
"0";"fleisch";"LOCAL";"Ragout vom Strauss mit Feigen und Peperoncini Spätzli Dörrbohnen mit Kümmel"
"0";"fleisch";"STREET";"Fancy Bolognese Pappardelle mit Tomatensauce Rindsragout mit Zucchetti,  rote und gelbe Peperoni, Auberginen, und Cherry Tomaten Rucola und Grana Padano"
"1";"vegi";"GARDEN";"Fried Egg Salzkartoffeln Rahmspinat"
"0";"fleisch";"HOME";"Calamari Rings Gemüse-Kräuterreis mit Belugalinsen Zitrone-Mayonnaise"
"0";"fleisch";"pizza mamma mia";"Calzone Hausgemachte Tomatensauce, Mozzarella, Schinken,  Champignon, Ei und Pesto Saisonsalat"
